Boat ID,Commander,Patrol Number,Patrol Length,Patrol Kind,Departure Date,Departure Port,Arrival Date,Arrival Port,Tonnage,Date Ordered,Date Launched,Date Commissioned,Fate,Fate Text,Date of Fate
13,Oblt.  Max-Martin Schulte,9,6,P,26/05/1940,Kiel,31/05/1940,Sunk,NA,02/02/1935,09/11/1935,30/11/1935,SANK,"Sunk 31 May 1940 in the North Sea about 12 miles south-east of Lowestoft, in position 52.26N, 02.02E, by depth charges from the British sloop HMS Weston. 26 survivors (no casualties).",31/05/1940
14,Kptlt.  Horst Wellner,1,8,P,30/08/1939,Memel,06/09/1939,Swinemünde,NA,02/02/1935,28/12/1935,18/01/1936,DECOM,Decommissioned 3 March 1945 in Wilhelmshaven. Scuttled on 5 May 1945 at the western entrance to Reader lock in Wilhelmshaven. Wreck broken up. ,03/03/1945
14,Kptlt.  Horst Wellner,2,17,P,13/09/1939,Kiel,29/09/1939,Kiel,NA,02/02/1935,28/12/1935,18/01/1936,DECOM,Decommissioned 3 March 1945 in Wilhelmshaven. Scuttled on 5 May 1945 at the western entrance to Reader lock in Wilhelmshaven. Wreck broken up. ,03/03/1945
14,Oblt.  Herbert Wohlfarth,3,2,P,17/01/1940,Kiel,18/01/1940,Helgoland,NA,02/02/1935,28/12/1935,18/01/1936,DECOM,Decommissioned 3 March 1945 in Wilhelmshaven. Scuttled on 5 May 1945 at the western entrance to Reader lock in Wilhelmshaven. Wreck broken up. ,03/03/1945
14,Oblt.  Herbert Wohlfarth,4,10,P,11/02/1940,Wilhelmshaven,20/02/1940,Wilhelmshaven,"5,302",02/02/1935,28/12/1935,18/01/1936,DECOM,Decommissioned 3 March 1945 in Wilhelmshaven. Scuttled on 5 May 1945 at the western entrance to Reader lock in Wilhelmshaven. Wreck broken up. ,03/03/1945
14,Oblt.  Herbert Wohlfarth,5,9,P,03/03/1940,Wilhelmshaven,11/03/1940,Wilhelmshaven,"5,290",02/02/1935,28/12/1935,18/01/1936,DECOM,Decommissioned 3 March 1945 in Wilhelmshaven. Scuttled on 5 May 1945 at the western entrance to Reader lock in Wilhelmshaven. Wreck broken up. ,03/03/1945
14,Oblt.  Herbert Wohlfarth,6,32,P,04/04/1940,Wilhelmshaven,05/05/1940,Kiel,NA,02/02/1935,28/12/1935,18/01/1936,DECOM,Decommissioned 3 March 1945 in Wilhelmshaven. Scuttled on 5 May 1945 at the western entrance to Reader lock in Wilhelmshaven. Wreck broken up. ,03/03/1945
15,Kptlt.  Heinz Buchholz,1,6,P,25/08/1939,Wilhelmshaven,30/08/1939,Wilhelmshaven,NA,02/02/1935,15/02/1936,07/03/1936,SANK,"Sank 30 January 1940 in the North Sea north of Heligoland, in position 54.24,7N, 07.50,7E, after a collision with the German torpedo boat Iltis. 25 dead (all hands lost).",30/01/1940
15,Kptlt.  Heinz Buchholz,2,19,P,20/09/1939,Wilhelmshaven,08/10/1939,Wilhelmshaven,NA,02/02/1935,15/02/1936,07/03/1936,SANK,"Sank 30 January 1940 in the North Sea north of Heligoland, in position 54.24,7N, 07.50,7E, after a collision with the German torpedo boat Iltis. 25 dead (all hands lost).",30/01/1940
15,Kptlt.  Peter Frahm,3,5,P,14/11/1939,Wilhelmshaven,18/11/1939,Wilhelmshaven,NA,02/02/1935,15/02/1936,07/03/1936,SANK,"Sank 30 January 1940 in the North Sea north of Heligoland, in position 54.24,7N, 07.50,7E, after a collision with the German torpedo boat Iltis. 25 dead (all hands lost).",30/01/1940
15,Kptlt.  Peter Frahm,4,12,P,09/01/1940,Kiel,20/01/1940,Wilhelmshaven,NA,02/02/1935,15/02/1936,07/03/1936,SANK,"Sank 30 January 1940 in the North Sea north of Heligoland, in position 54.24,7N, 07.50,7E, after a collision with the German torpedo boat Iltis. 25 dead (all hands lost).",30/01/1940
15,Kptlt.  Peter Frahm,5,2,P,29/01/1940,Wilhelmshaven,30/01/1940,Sunk,NA,02/02/1935,15/02/1936,07/03/1936,SANK,"Sank 30 January 1940 in the North Sea north of Heligoland, in position 54.24,7N, 07.50,7E, after a collision with the German torpedo boat Iltis. 25 dead (all hands lost).",30/01/1940
16,Kptlt.  Hannes Weingaertner,1,7,P,25/08/1939,Wilhelmshaven,31/08/1939,Wilhelmshaven,NA,02/02/1935,28/04/1936,16/05/1936,NA,"Scuttled 25 October 1939 in the English Channel east of Dover, in position 51.09N, 01.28E, following heavy damage by a British mine. 28 dead (all hands lost).",25/10/1939
16,Kptlt.  Hannes Weingaertner,2,23,P,13/09/1939,Kiel,05/10/1939,Kiel,"3,378",02/02/1935,28/04/1936,16/05/1936,NA,"Scuttled 25 October 1939 in the English Channel east of Dover, in position 51.09N, 01.28E, following heavy damage by a British mine. 28 dead (all hands lost).",25/10/1939
16,Kptlt.  Horst Wellner,3,8,P,18/10/1939,Kiel,25/10/1939,Sunk,57,02/02/1935,28/04/1936,16/05/1936,NA,"Scuttled 25 October 1939 in the English Channel east of Dover, in position 51.09N, 01.28E, following heavy damage by a British mine. 28 dead (all hands lost).",25/10/1939
17,Kptlt.  Heinz von Reiche,1,9,P,31/08/1939,Wilhelmshaven,08/09/1939,Wilhelmshaven,210,02/02/1935,14/11/1935,03/12/1935,DECOM,Decommissioned 6 February 1945 in Wilhelmshaven. Scuttled on 5 May 1945 at the western entrance to the Raeder lock in Wilhelmshaven. Wreck broken up. ,06/02/1945
17,Kptlt.  Udo Behrens,2,13,P,29/01/1940,Kiel,10/02/1940,Wilhelmshaven,NA,02/02/1935,14/11/1935,03/12/1935,DECOM,Decommissioned 6 February 1945 in Wilhelmshaven. Scuttled on 5 May 1945 at the western entrance to the Raeder lock in Wilhelmshaven. Wreck broken up. ,06/02/1945
17,Kptlt.  Udo Behrens,3,8,P,29/02/1940,Wilhelmshaven,07/03/1940,Wilhelmshaven,"1,615",02/02/1935,14/11/1935,03/12/1935,DECOM,Decommissioned 6 February 1945 in Wilhelmshaven. Scuttled on 5 May 1945 at the western entrance to the Raeder lock in Wilhelmshaven. Wreck broken up. ,06/02/1945
17,Kptlt.  Udo Behrens,4,20,P,13/04/1940,Wilhelmshaven,02/05/1940,Kiel,NA,02/02/1935,14/11/1935,03/12/1935,DECOM,Decommissioned 6 February 1945 in Wilhelmshaven. Scuttled on 5 May 1945 at the western entrance to the Raeder lock in Wilhelmshaven. Wreck broken up. ,06/02/1945
18,Kptlt.  Max-Hermann Bauer,1,9,P,30/08/1939,Memel,07/09/1939,Swinemünde,NA,02/02/1935,07/12/1935,04/01/1936,NA,"Scuttled on 25 August 1944 in the Black Sea off Constanza, in position 43.52N, 28.51E, after being badly damaged during a Soviet air raid (VVS VMF) on 20 August 1944.

The wreck was raised by the Soviets in late 1944 and declared a total loss. Sunk on 26 May 1947 by a torpedo from the Soviet submarine M-120 off Sevastopol. 
",25/08/1944
18,Kptlt.  Max-Hermann Bauer,2,11,P,14/09/1939,Kiel,24/09/1939,Kiel,NA,02/02/1935,07/12/1935,04/01/1936,NA,"Scuttled on 25 August 1944 in the Black Sea off Constanza, in position 43.52N, 28.51E, after being badly damaged during a Soviet air raid (VVS VMF) on 20 August 1944.

The wreck was raised by the Soviets in late 1944 and declared a total loss. Sunk on 26 May 1947 by a torpedo from the Soviet submarine M-120 off Sevastopol. 
",25/08/1944
18,Kptlt.  Max-Hermann Bauer,3,18,P,02/10/1939,Kiel,19/10/1939,Kiel,NA,02/02/1935,07/12/1935,04/01/1936,NA,"Scuttled on 25 August 1944 in the Black Sea off Constanza, in position 43.52N, 28.51E, after being badly damaged during a Soviet air raid (VVS VMF) on 20 August 1944.

The wreck was raised by the Soviets in late 1944 and declared a total loss. Sunk on 26 May 1947 by a torpedo from the Soviet submarine M-120 off Sevastopol. 
",25/08/1944
18,Kptlt.  Max-Hermann Bauer,4,9,P,15/11/1939,Kiel,23/11/1939,Kiel,500,02/02/1935,07/12/1935,04/01/1936,NA,"Scuttled on 25 August 1944 in the Black Sea off Constanza, in position 43.52N, 28.51E, after being badly damaged during a Soviet air raid (VVS VMF) on 20 August 1944.

The wreck was raised by the Soviets in late 1944 and declared a total loss. Sunk on 26 May 1947 by a torpedo from the Soviet submarine M-120 off Sevastopol. 
",25/08/1944
18,Oblt.  Ernst Mengersen,5,9,P,18/01/1940,Kiel,26/01/1940,Wilhelmshaven,"1,000",02/02/1935,07/12/1935,04/01/1936,NA,"Scuttled on 25 August 1944 in the Black Sea off Constanza, in position 43.52N, 28.51E, after being badly damaged during a Soviet air raid (VVS VMF) on 20 August 1944.

The wreck was raised by the Soviets in late 1944 and declared a total loss. Sunk on 26 May 1947 by a torpedo from the Soviet submarine M-120 off Sevastopol. 
",25/08/1944
18,Oblt.  Ernst Mengersen,6,14,P,11/02/1940,Wilhelmshaven,24/02/1940,Wilhelmshaven,NA,02/02/1935,07/12/1935,04/01/1936,NA,"Scuttled on 25 August 1944 in the Black Sea off Constanza, in position 43.52N, 28.51E, after being badly damaged during a Soviet air raid (VVS VMF) on 20 August 1944.

The wreck was raised by the Soviets in late 1944 and declared a total loss. Sunk on 26 May 1947 by a torpedo from the Soviet submarine M-120 off Sevastopol. 
",25/08/1944
18,Oblt.  Karl Fleige,7,15,P,26/05/1943,Konstanza,09/06/1943,Konstanza,NA,02/02/1935,07/12/1935,04/01/1936,NA,"Scuttled on 25 August 1944 in the Black Sea off Constanza, in position 43.52N, 28.51E, after being badly damaged during a Soviet air raid (VVS VMF) on 20 August 1944.

The wreck was raised by the Soviets in late 1944 and declared a total loss. Sunk on 26 May 1947 by a torpedo from the Soviet submarine M-120 off Sevastopol. 
",25/08/1944
18,Oblt.  Karl Fleige,8,14,P,16/06/1943,Konstanza,29/06/1943,Sevastopol,NA,02/02/1935,07/12/1935,04/01/1936,NA,"Scuttled on 25 August 1944 in the Black Sea off Constanza, in position 43.52N, 28.51E, after being badly damaged during a Soviet air raid (VVS VMF) on 20 August 1944.

The wreck was raised by the Soviets in late 1944 and declared a total loss. Sunk on 26 May 1947 by a torpedo from the Soviet submarine M-120 off Sevastopol. 
",25/08/1944
18,Oblt.  Karl Fleige,9,35,P,21/08/1943,Konstanza,24/09/1943,Konstanza,456,02/02/1935,07/12/1935,04/01/1936,NA,"Scuttled on 25 August 1944 in the Black Sea off Constanza, in position 43.52N, 28.51E, after being badly damaged during a Soviet air raid (VVS VMF) on 20 August 1944.

The wreck was raised by the Soviets in late 1944 and declared a total loss. Sunk on 26 May 1947 by a torpedo from the Soviet submarine M-120 off Sevastopol. 
",25/08/1944
18,Oblt.  Karl Fleige,10,29,P,27/10/1943,Konstanza,24/11/1943,Konstanza,"7,745",02/02/1935,07/12/1935,04/01/1936,NA,"Scuttled on 25 August 1944 in the Black Sea off Constanza, in position 43.52N, 28.51E, after being badly damaged during a Soviet air raid (VVS VMF) on 20 August 1944.

The wreck was raised by the Soviets in late 1944 and declared a total loss. Sunk on 26 May 1947 by a torpedo from the Soviet submarine M-120 off Sevastopol. 
",25/08/1944
18,Oblt.  Karl Fleige,11,32,P,29/01/1944,Konstanza,29/02/1944,Konstanza,NA,02/02/1935,07/12/1935,04/01/1936,NA,"Scuttled on 25 August 1944 in the Black Sea off Constanza, in position 43.52N, 28.51E, after being badly damaged during a Soviet air raid (VVS VMF) on 20 August 1944.

The wreck was raised by the Soviets in late 1944 and declared a total loss. Sunk on 26 May 1947 by a torpedo from the Soviet submarine M-120 off Sevastopol. 
",25/08/1944
18,Oblt.  Karl Fleige,12,34,P,25/03/1944,Konstanza,27/04/1944,Konstanza,NA,02/02/1935,07/12/1935,04/01/1936,NA,"Scuttled on 25 August 1944 in the Black Sea off Constanza, in position 43.52N, 28.51E, after being badly damaged during a Soviet air raid (VVS VMF) on 20 August 1944.

The wreck was raised by the Soviets in late 1944 and declared a total loss. Sunk on 26 May 1947 by a torpedo from the Soviet submarine M-120 off Sevastopol. 
",25/08/1944
18,Oblt.  Rudolf Arendt,13,14,P,25/05/1944,Konstanza,07/06/1944,Konstanza,NA,02/02/1935,07/12/1935,04/01/1936,NA,"Scuttled on 25 August 1944 in the Black Sea off Constanza, in position 43.52N, 28.51E, after being badly damaged during a Soviet air raid (VVS VMF) on 20 August 1944.

The wreck was raised by the Soviets in late 1944 and declared a total loss. Sunk on 26 May 1947 by a torpedo from the Soviet submarine M-120 off Sevastopol. 
",25/08/1944
18,Oblt.  Karl Fleige,14,24,P,24/07/1944,Konstanza,16/08/1944,Konstanza,NA,02/02/1935,07/12/1935,04/01/1936,NA,"Scuttled on 25 August 1944 in the Black Sea off Constanza, in position 43.52N, 28.51E, after being badly damaged during a Soviet air raid (VVS VMF) on 20 August 1944.

The wreck was raised by the Soviets in late 1944 and declared a total loss. Sunk on 26 May 1947 by a torpedo from the Soviet submarine M-120 off Sevastopol. 
",25/08/1944
19,Kptlt.  Hans Meckel,1,22,P,25/08/1939,Wilhelmshaven,15/09/1939,Kiel,NA,02/02/1935,21/12/1935,16/01/1936,NA,"Scuttled at 2230hrs on 11 September 1944 in the Black Sea north of Zonguldak, Turkey, in position 41.34N, 31.50E. ",28/11/2230
19,Kptlt.  Hans Meckel,2,5,P,27/09/1939,Kiel,01/10/1939,Wilhelmshaven,NA,02/02/1935,21/12/1935,16/01/1936,NA,"Scuttled at 2230hrs on 11 September 1944 in the Black Sea north of Zonguldak, Turkey, in position 41.34N, 31.50E. ",28/11/2230
19,Kptlt.  Hans Meckel,3,5,P,14/10/1939,Kiel,18/10/1939,Wilhelmshaven,"12,344",02/02/1935,21/12/1935,16/01/1936,NA,"Scuttled at 2230hrs on 11 September 1944 in the Black Sea north of Zonguldak, Turkey, in position 41.34N, 31.50E. ",28/11/2230
19,Kptlt.  Wilhelm Müller-Arnecke,4,7,P,14/11/1939,Wilhelmshaven,20/11/1939,Wilhelmshaven,"6,371",02/02/1935,21/12/1935,16/01/1936,NA,"Scuttled at 2230hrs on 11 September 1944 in the Black Sea north of Zonguldak, Turkey, in position 41.34N, 31.50E. ",28/11/2230
19,Kptlt.  Joachim Schepke,5,9,P,04/01/1940,Kiel,12/01/1940,Kiel,"1,343",02/02/1935,21/12/1935,16/01/1936,NA,"Scuttled at 2230hrs on 11 September 1944 in the Black Sea north of Zonguldak, Turkey, in position 41.34N, 31.50E. ",28/11/2230
19,Kptlt.  Joachim Schepke,6,11,P,18/01/1940,Kiel,28/01/1940,Wilhelmshaven,"8,855",02/02/1935,21/12/1935,16/01/1936,NA,"Scuttled at 2230hrs on 11 September 1944 in the Black Sea north of Zonguldak, Turkey, in position 41.34N, 31.50E. ",28/11/2230
19,Kptlt.  Joachim Schepke,7,13,P,14/02/1940,Wilhelmshaven,26/02/1940,Wilhelmshaven,NA,02/02/1935,21/12/1935,16/01/1936,NA,"Scuttled at 2230hrs on 11 September 1944 in the Black Sea north of Zonguldak, Turkey, in position 41.34N, 31.50E. ",28/11/2230
19,Kptlt.  Joachim Schepke,8,10,P,14/03/1940,Wilhelmshaven,23/03/1940,Wilhelmshaven,"5,517",02/02/1935,21/12/1935,16/01/1936,NA,"Scuttled at 2230hrs on 11 September 1944 in the Black Sea north of Zonguldak, Turkey, in position 41.34N, 31.50E. ",28/11/2230
19,Kptlt.  Joachim Schepke,9,21,P,03/04/1940,Wilhelmshaven,23/04/1940,Kiel,NA,02/02/1935,21/12/1935,16/01/1936,NA,"Scuttled at 2230hrs on 11 September 1944 in the Black Sea north of Zonguldak, Turkey, in position 41.34N, 31.50E. ",28/11/2230
19, Hans-Ludwig Gaude,10,30,P,21/01/1943,Konstanza,19/02/1943,Konstanza,NA,02/02/1935,21/12/1935,16/01/1936,NA,"Scuttled at 2230hrs on 11 September 1944 in the Black Sea north of Zonguldak, Turkey, in position 41.34N, 31.50E. ",28/11/2230
19, Hans-Ludwig Gaude,11,14,P,17/03/1943,Konstanza,30/03/1943,Konstanza,NA,02/02/1935,21/12/1935,16/01/1936,NA,"Scuttled at 2230hrs on 11 September 1944 in the Black Sea north of Zonguldak, Turkey, in position 41.34N, 31.50E. ",28/11/2230
19, Hans-Ludwig Gaude,12,21,P,14/04/1943,Konstanza,04/05/1943,Konstanza,NA,02/02/1935,21/12/1935,16/01/1936,NA,"Scuttled at 2230hrs on 11 September 1944 in the Black Sea north of Zonguldak, Turkey, in position 41.34N, 31.50E. ",28/11/2230
19, Hans-Ludwig Gaude,13,2,P,10/06/1943,Konstanza,11/06/1943,Konstanza,NA,02/02/1935,21/12/1935,16/01/1936,NA,"Scuttled at 2230hrs on 11 September 1944 in the Black Sea north of Zonguldak, Turkey, in position 41.34N, 31.50E. ",28/11/2230
19, Hans-Ludwig Gaude,14,23,P,25/07/1943,Konstanza,16/08/1943,Feodosia,NA,02/02/1935,21/12/1935,16/01/1936,NA,"Scuttled at 2230hrs on 11 September 1944 in the Black Sea north of Zonguldak, Turkey, in position 41.34N, 31.50E. ",28/11/2230
19,Kptlt.  Hans-Ludwig Gaude,15,22,P,11/11/1943,Konstanza,02/12/1943,Konstanza,NA,02/02/1935,21/12/1935,16/01/1936,NA,"Scuttled at 2230hrs on 11 September 1944 in the Black Sea north of Zonguldak, Turkey, in position 41.34N, 31.50E. ",28/11/2230
19,Oblt.  Willy Ohlenburg,16,29,P,22/12/1943,Konstanza,19/01/1944,Konstanza,NA,02/02/1935,21/12/1935,16/01/1936,NA,"Scuttled at 2230hrs on 11 September 1944 in the Black Sea north of Zonguldak, Turkey, in position 41.34N, 31.50E. ",28/11/2230
19,Oblt.  Willy Ohlenburg,17,27,P,10/02/1944,Konstanza,07/03/1944,Konstanza,NA,02/02/1935,21/12/1935,16/01/1936,NA,"Scuttled at 2230hrs on 11 September 1944 in the Black Sea north of Zonguldak, Turkey, in position 41.34N, 31.50E. ",28/11/2230
19,Oblt.  Willy Ohlenburg,18,27,P,10/04/1944,Konstanza,06/05/1944,Konstanza,NA,02/02/1935,21/12/1935,16/01/1936,NA,"Scuttled at 2230hrs on 11 September 1944 in the Black Sea north of Zonguldak, Turkey, in position 41.34N, 31.50E. ",28/11/2230
19,Oblt.  Willy Ohlenburg,19,33,P,06/06/1944,Konstanza,08/07/1944,Konstanza,"1,000",02/02/1935,21/12/1935,16/01/1936,NA,"Scuttled at 2230hrs on 11 September 1944 in the Black Sea north of Zonguldak, Turkey, in position 41.34N, 31.50E. ",28/11/2230
19,Oblt.  Willy Ohlenburg,20,14,P,25/08/1944,Konstanza,07/09/1944,*at sea*,441,02/02/1935,21/12/1935,16/01/1936,NA,"Scuttled at 2230hrs on 11 September 1944 in the Black Sea north of Zonguldak, Turkey, in position 41.34N, 31.50E. ",28/11/2230
20,Kptlt.  Karl-Heinz Moehle,1,8,P,24/08/1939,Kiel,31/08/1939,Wilhelmshaven,NA,02/02/1935,14/01/1936,01/02/1936,NA,"Scuttled at 2130hrs on 10 September 1944 in the Black Sea north of Karasu, Turkey, in position 41.10N, 30.47E. ",28/11/2130
20,Kptlt.  Karl-Heinz Moehle,2,19,P,29/09/1939,Kiel,17/10/1939,Kiel,NA,02/02/1935,14/01/1936,01/02/1936,NA,"Scuttled at 2130hrs on 10 September 1944 in the Black Sea north of Karasu, Turkey, in position 41.10N, 30.47E. ",28/11/2130
20,Kptlt.  Karl-Heinz Moehle,3,7,P,18/11/1939,Wilhelmshaven,24/11/1939,Kiel,"7,929",02/02/1935,14/01/1936,01/02/1936,NA,"Scuttled at 2130hrs on 10 September 1944 in the Black Sea north of Karasu, Turkey, in position 41.10N, 30.47E. ",28/11/2130
20,Kptlt.  Karl-Heinz Moehle,4,7,P,07/12/1939,Kiel,13/12/1939,Kiel,"3,013",02/02/1935,14/01/1936,01/02/1936,NA,"Scuttled at 2130hrs on 10 September 1944 in the Black Sea north of Karasu, Turkey, in position 41.10N, 30.47E. ",28/11/2130
20,Kptlt.  Karl-Heinz Moehle,5,11,P,06/01/1940,Kiel,16/01/1940,Wilhelmshaven,"1,524",02/02/1935,14/01/1936,01/02/1936,NA,"Scuttled at 2130hrs on 10 September 1944 in the Black Sea north of Karasu, Turkey, in position 41.10N, 30.47E. ",28/11/2130
20,Kptlt.  Harro von Klot-Heydenfeldt,6,1,P,21/01/1940,Wilhelmshaven,21/01/1940,Helgoland,NA,02/02/1935,14/01/1936,01/02/1936,NA,"Scuttled at 2130hrs on 10 September 1944 in the Black Sea north of Karasu, Turkey, in position 41.10N, 30.47E. ",28/11/2130
20,Kptlt.  Harro von Klot-Heydenfeldt,7,7,P,27/02/1940,Wilhelmshaven,04/03/1940,Wilhelmshaven,"9,551",02/02/1935,14/01/1936,01/02/1936,NA,"Scuttled at 2130hrs on 10 September 1944 in the Black Sea north of Karasu, Turkey, in position 41.10N, 30.47E. ",28/11/2130
20,Kptlt.  Harro von Klot-Heydenfeldt,8,7,P,14/03/1940,Wilhelmshaven,20/03/1940,Wilhelmshaven,NA,02/02/1935,14/01/1936,01/02/1936,NA,"Scuttled at 2130hrs on 10 September 1944 in the Black Sea north of Karasu, Turkey, in position 41.10N, 30.47E. ",28/11/2130
20,Oblt.  Clemens Schöler,9,8,P,22/06/1943,Konstanza,29/06/1943,Konstanza,NA,02/02/1935,14/01/1936,01/02/1936,NA,"Scuttled at 2130hrs on 10 September 1944 in the Black Sea north of Karasu, Turkey, in position 41.10N, 30.47E. ",28/11/2130
20,Oblt.  Clemens Schöler,10,28,P,11/07/1943,Konstanza,07/08/1943,Konstanza,NA,02/02/1935,14/01/1936,01/02/1936,NA,"Scuttled at 2130hrs on 10 September 1944 in the Black Sea north of Karasu, Turkey, in position 41.10N, 30.47E. ",28/11/2130
20,Kptlt.  Clemens Schöler,11,7,P,16/09/1943,Konstanza,22/09/1943,Sevastopol,NA,02/02/1935,14/01/1936,01/02/1936,NA,"Scuttled at 2130hrs on 10 September 1944 in the Black Sea north of Karasu, Turkey, in position 41.10N, 30.47E. ",28/11/2130
20,Oblt.  Karl Grafen,12,32,P,08/11/1943,Konstanza,09/12/1943,Konstanza,"1,846",02/02/1935,14/01/1936,01/02/1936,NA,"Scuttled at 2130hrs on 10 September 1944 in the Black Sea north of Karasu, Turkey, in position 41.10N, 30.47E. ",28/11/2130
20,Oblt.  Karl Grafen,13,26,P,01/01/1944,Konstanza,26/01/1944,Konstanza,"7,602",02/02/1935,14/01/1936,01/02/1936,NA,"Scuttled at 2130hrs on 10 September 1944 in the Black Sea north of Karasu, Turkey, in position 41.10N, 30.47E. ",28/11/2130
20,Oblt.  Karl Grafen,14,9,P,22/02/1944,Konstanza,01/03/1944,Sevastopol,NA,02/02/1935,14/01/1936,01/02/1936,NA,"Scuttled at 2130hrs on 10 September 1944 in the Black Sea north of Karasu, Turkey, in position 41.10N, 30.47E. ",28/11/2130
20,Oblt.  Karl Grafen,15,31,P,11/06/1944,Konstanza,11/07/1944,Konstanza,"1,859",02/02/1935,14/01/1936,01/02/1936,NA,"Scuttled at 2130hrs on 10 September 1944 in the Black Sea north of Karasu, Turkey, in position 41.10N, 30.47E. ",28/11/2130
20,Oblt.  Karl Grafen,16,23,P,19/08/1944,Konstanza,10/09/1944,NA,NA,02/02/1935,14/01/1936,01/02/1936,NA,"Scuttled at 2130hrs on 10 September 1944 in the Black Sea north of Karasu, Turkey, in position 41.10N, 30.47E. ",28/11/2130
21,Kptlt.  Fritz Frauenheim,1,12,P,25/08/1939,Wilhelmshaven,05/09/1939,Wilhelmshaven,NA,02/02/1935,31/07/1936,03/08/1936,DECOM,Decommissioned on 5 August 1944 at Pillau and cannibalized for spare parts. The hulk was captured by Soviet forces in Pillau on 25 April 1945 and probably broken up. ,05/08/1944
21,Kptlt.  Fritz Frauenheim,2,23,P,09/09/1939,Wilhelmshaven,01/10/1939,Wilhelmshaven,NA,02/02/1935,31/07/1936,03/08/1936,DECOM,Decommissioned on 5 August 1944 at Pillau and cannibalized for spare parts. The hulk was captured by Soviet forces in Pillau on 25 April 1945 and probably broken up. ,05/08/1944
21,Kptlt.  Fritz Frauenheim,3,18,P,22/10/1939,Kiel,08/11/1939,Kiel,"13,766",02/02/1935,31/07/1936,03/08/1936,DECOM,Decommissioned on 5 August 1944 at Pillau and cannibalized for spare parts. The hulk was captured by Soviet forces in Pillau on 25 April 1945 and probably broken up. ,05/08/1944
21,Kptlt.  Fritz Frauenheim,4,9,P,27/11/1939,Kiel,05/12/1939,Kiel,"4,260",02/02/1935,31/07/1936,03/08/1936,DECOM,Decommissioned on 5 August 1944 at Pillau and cannibalized for spare parts. The hulk was captured by Soviet forces in Pillau on 25 April 1945 and probably broken up. ,05/08/1944
